ACCOUNT,ASSET,LOAN_ID,INITIALBALANCE,INTERESTRATE,LOANDATE,TERM,SCORE,STATE
3816991205,COP,14248,56183,0.28,16/06/23,21,528,ACT-CASHPICKUP
3541923505,COP,14017,22046,0.28,16/06/23,8,813,ACT-PAID
3108026625,COP,14081,69002,0.28,16/06/23,14,655,ERR-CANCL
3775893453,COP,13900,61058,0.28,16/06/23,21,683,ERR-CANCL
3188468017,COP,13312,101694,0.28,16/06/23,14,478,ACT-CASHPICKUP
3668409426,COP,14858,255513,0.28,17/06/23,21,516,ACT-2B-PAID
3259936407,COP,13290,209804,0.28,17/06/23,21,808,ERR-CANCL
3663050806,COP,13014,114225,0.28,17/06/23,14,392,ACT-CASHPICKUP
3024097463,COP,13621,44321,0.28,17/06/23,8,851,ERR-CANCL
3377130318,COP,13107,144163,0.28,18/06/23,21,692,ACT-CASHPICKUP
3022637571,COP,7174,278183,0.28,18/06/23,16,598,ACT-2B-PAID
3119049822,COP,14066,19745,0.28,18/06/23,21,783,ACT-2B-PAID
3512467304,COP,13683,47964,0.28,18/06/23,21,854,ACT-2B-PAID
3212034402,COP,4177,389012,0.28,18/06/23,16,611,ACT-2B-PAID
3292039121,COP,13938,22440,0.28,18/06/23,21,323,ERR-CANCL
3064536500,COP,14593,220053,0.28,18/06/23,21,595,ERR-CANCL
3178872553,COP,9629,272531,0.28,18/06/23,8,659,ACT-2B-PAID
3512515246,COP,13246,100521,0.28,18/06/23,21,796,ERR-CANCL
3210436315,COP,13740,207323,0.28,18/06/23,21,543,ACT-CASHPICKUP
3513407817,COP,13176,143776,0.28,19/06/23,14,853,ACT-PAID
3267301687,COP,14810,129267,0.28,19/06/23,21,370,ACT-CASHPICKUP
3464976163,COP,14771,8135,0.28,19/06/23,21,757,ERR-CANCL
3192769541,COP,13968,103225,0.28,19/06/23,21,794,ACT-PAID
3072170758,COP,14621,131143,0.28,19/06/23,21,659,ACT-PAID
3457811626,COP,13104,163006,0.28,19/06/23,21,445,ACT-CASHPICKUP
3217039842,COP,14871,227135,0.28,19/06/23,14,809,ACT-PAID
3466172387,COP,13936,130471,0.28,19/06/23,21,671,ERR-CANCL
3896180344,COP,14009,222615,0.28,19/06/23,21,779,ACT-2B-PAID
3028476930,COP,5472,333598,0.28,19/06/23,16,582,ACT-2B-PAID
3222289097,COP,14123,160940,0.28,20/06/23,14,618,ERR-CANCL
3156918800,COP,8382,272531,0.28,20/06/23,8,536,ACT-2B-PAID
3137885446,COP,13804,223273,0.28,20/06/23,21,592,ERR-CANCL
3512272657,COP,13315,153525,0.28,20/06/23,21,528,ACT-CASHPICKUP
3072347070,COP,13829,19030,0.28,20/06/23,14,468,ACT-CASHPICKUP
3397378218,COP,13096,81685,0.28,20/06/23,21,829,ACT-2B-PAID
3118913365,COP,3216,272531,0.28,21/06/23,8,686,ERR-CANCL
3503661955,COP,9137,278183,0.28,21/06/23,16,604,ACT-2B-PAID
3019210206,COP,14942,236963,0.28,21/06/23,21,431,ACT-2B-PAID
3610080860,COP,14508,32972,0.28,21/06/23,14,331,ACT-CASHPICKUP
3968147566,COP,14047,68455,0.28,21/06/23,21,357,ERR-CANCL
3531397616,COP,14942,196736,0.28,21/06/23,14,811,ACT-CASHPICKUP
3377298381,COP,14962,89053,0.28,21/06/23,21,824,ERR-CANCL
3462498555,COP,14525,213653,0.28,21/06/23,21,799,ERR-CANCL
3355365100,COP,14978,66897,0.28,22/06/23,21,498,ACT-CASHPICKUP
3463857319,COP,13918,73922,0.28,22/06/23,14,417,ERR-CANCL
3000298260,COP,14067,77035,0.28,23/06/23,21,716,ACT-CASHPICKUP
3114846971,COP,13210,180723,0.28,23/06/23,21,671,ERR-CANCL
3063637008,COP,13305,192579,0.28,23/06/23,21,417,ACT-2B-PAID
3434870280,COP,13623,156896,0.28,23/06/23,21,900,ERR-CANCL
3184648137,COP,13151,165919,0.28,23/06/23,8,545,ACT-2B-PAID
3024050552,COP,5517,272531,0.28,23/06/23,8,541,ACT-PAID
3369369397,COP,13031,109856,0.28,23/06/23,21,475,ERR-CANCL
3815948098,COP,14630,127115,0.28,23/06/23,8,422,ERR-CANCL
3475937106,COP,13183,27613,0.28,23/06/23,21,738,ACT-PAID
3991223584,COP,13637,186523,0.28,23/06/23,14,824,ACT-PAID
3999551630,COP,14080,94986,0.28,23/06/23,21,749,ERR-CANCL
3589773704,COP,14198,206739,0.28,23/06/23,21,338,ERR-CANCL
3928787930,COP,14188,74164,0.28,23/06/23,21,467,ACT-PAID
3157974063,COP,14349,13851,0.28,23/06/23,14,878,ACT-CASHPICKUP
3353683498,COP,14740,132428,0.28,23/06/23,21,692,ACT-2B-PAID
3064058922,COP,13632,150486,0.28,23/06/23,14,895,ERR-CANCL
3639461943,COP,14200,14301,0.28,25/06/23,8,573,ACT-CASHPICKUP
3866608614,COP,14725,34249,0.28,25/06/23,21,313,ACT-CASHPICKUP
3664685542,COP,14681,180209,0.28,25/06/23,21,440,ACT-CASHPICKUP
3650848576,COP,13410,197105,0.28,25/06/23,21,710,ERR-CANCL
3231206102,COP,14419,40155,0.28,25/06/23,21,432,ERR-CANCL
3148559309,COP,13519,236586,0.28,25/06/23,14,336,ERR-CANCL
3118982767,COP,14310,235753,0.28,25/06/23,21,315,ERR-CANCL
3152937435,COP,13093,389012,0.28,25/06/23,16,553,ERR-CANCL
3412233033,COP,13710,175034,0.28,25/06/23,21,471,ERR-CANCL
3332328369,COP,13539,41061,0.28,25/06/23,21,804,ACT-CASHPICKUP
3207022697,COP,14354,150994,0.28,25/06/23,21,743,ACT-PAID
3267285072,COP,14207,116698,0.28,25/06/23,14,505,ACT-CASHPICKUP
3084995360,COP,14662,13979,0.28,26/06/23,8,305,ERR-CANCL
3543770655,COP,13611,217208,0.28,26/06/23,21,591,ACT-CASHPICKUP
3580545156,COP,13761,83103,0.28,26/06/23,21,431,ACT-PAID
3587175820,COP,14103,132327,0.28,26/06/23,21,700,ERR-CANCL
3318265129,COP,13965,201021,0.28,26/06/23,14,771,ACT-CASHPICKUP
3630740143,COP,14799,70579,0.28,26/06/23,21,438,ACT-PAID
3742503811,COP,14047,249905,0.28,27/06/23,21,504,ERR-CANCL
3212639361,COP,7594,389012,0.28,27/06/23,16,770,ACT-2B-PAID
3845432964,COP,14839,128634,0.28,27/06/23,21,625,ERR-CANCL
3864224195,COP,13810,185080,0.28,27/06/23,14,499,ERR-CANCL
3796822856,COP,14461,101209,0.28,27/06/23,21,549,ACT-CASHPICKUP
3561504951,COP,14257,211790,0.28,27/06/23,21,664,ERR-CANCL
3845691255,COP,13385,153342,0.28,27/06/23,21,812,ERR-CANCL
3026093308,COP,14343,43208,0.28,27/06/23,21,877,ACT-PAID
3758731482,COP,13086,129658,0.28,28/06/23,14,525,ERR-CANCL
3108792131,COP,2273,272531,0.28,28/06/23,8,611,ACT-2B-PAID
3234828411,COP,14725,99565,0.28,28/06/23,14,838,ERR-CANCL
3851017752,COP,14114,66735,0.28,28/06/23,8,898,ACT-CASHPICKUP
3572241126,COP,13567,117202,0.28,28/06/23,14,653,ERR-CANCL
3994292525,COP,13937,63982,0.28,28/06/23,21,463,ERR-CANCL
3043815181,COP,13453,256722,0.28,28/06/23,14,628,ACT-CASHPICKUP
3133178055,COP,14802,238469,0.28,28/06/23,8,356,ERR-CANCL
3472566320,COP,14738,239572,0.28,29/06/23,14,412,ERR-CANCL
3604143550,COP,14347,58406,0.28,29/06/23,21,704,ACT-PAID
3520821496,COP,14527,203174,0.28,29/06/23,14,432,ERR-CANCL
3285598712,COP,14121,37574,0.28,29/06/23,14,562,ACT-PAID
3986513426,COP,13013,83689,0.28,29/06/23,21,750,ACT-CASHPICKUP
3096481459,COP,14066,236769,0.28,29/06/23,21,367,ACT-PAID
3151792038,COP,14071,179762,0.28,29/06/23,14,523,ERR-CANCL
3099807432,COP,13524,89398,0.28,29/06/23,21,676,ACT-CASHPICKUP
3065224001,COP,14889,112069,0.28,30/06/23,14,598,ERR-CANCL
3908573918,COP,13924,194602,0.28,30/06/23,21,570,ERR-CANCL
3912543879,COP,13463,91542,0.28,1/07/23,21,437,ERR-CANCL
3225195046,COP,13174,235773,0.28,1/07/23,14,619,ERR-CANCL
3912666440,COP,13549,100550,0.28,1/07/23,21,850,ERR-CANCL
3891923952,COP,14800,23892,0.28,1/07/23,14,710,ERR-CANCL
3480430941,COP,13470,251929,0.28,1/07/23,21,477,ACT-CASHPICKUP
3615114592,COP,14282,254859,0.28,1/07/23,21,779,ACT-CASHPICKUP
3225195046,COP,13408,86291,0.28,1/07/23,14,619,ACT-CASHPICKUP
3748610964,COP,13542,153132,0.28,1/07/23,21,723,ACT-2B-PAID
3796768016,COP,13025,101258,0.28,2/07/23,21,761,ACT-PAID
3211223358,COP,14581,153657,0.28,2/07/23,21,552,ACT-PAID
3256083681,COP,13807,192746,0.28,2/07/23,14,391,ERR-CANCL
3156941147,COP,14146,51209,0.28,2/07/23,8,860,ACT-PAID
3698287213,COP,14835,80992,0.28,2/07/23,14,384,ERR-CANCL
3025946768,COP,14687,133726,0.28,2/07/23,21,368,ERR-CANCL
3722676305,COP,14186,93474,0.28,3/07/23,14,889,ERR-CANCL
3652811822,COP,13296,101643,0.28,3/07/23,21,401,ACT-CASHPICKUP
3218767372,COP,12254,389012,0.28,3/07/23,16,560,ACT-2B-PAID
3385183984,COP,13677,110953,0.28,3/07/23,21,575,ERR-CANCL
3054505741,COP,8681,272531,0.28,3/07/23,8,619,ACT-PAID
3664596612,COP,13595,83836,0.28,3/07/23,21,514,ERR-CANCL
3146310963,COP,3026,272531,0.28,3/07/23,8,577,ACT-2B-PAID
3597324420,COP,14145,118575,0.28,3/07/23,21,717,ACT-CASHPICKUP
3137394139,COP,13165,195140,0.28,3/07/23,8,616,ERR-CANCL
3502320164,COP,14064,101374,0.28,3/07/23,21,303,ERR-CANCL
3892858781,COP,13737,195228,0.28,4/07/23,21,660,ERR-CANCL
3987600159,COP,14735,208863,0.28,4/07/23,21,357,ACT-CASHPICKUP
3639886451,COP,13216,184308,0.28,4/07/23,21,506,ERR-CANCL
3339903407,COP,14900,88195,0.28,4/07/23,21,822,ERR-CANCL
3944368449,COP,13913,76158,0.28,4/07/23,14,675,ERR-CANCL
3639601814,COP,13499,120454,0.28,4/07/23,21,338,ACT-2B-PAID
3006634005,COP,4306,272531,0.28,4/07/23,8,640,ACT-2B-PAID
3442159407,COP,13244,65851,0.28,4/07/23,8,898,ERR-CANCL
3058099793,COP,7488,333598,0.28,4/07/23,16,514,ACT-2B-PAID
3799348880,COP,14205,218659,0.28,4/07/23,21,635,ACT-PAID
3778329049,COP,14495,117521,0.28,4/07/23,21,572,ERR-CANCL
3058238482,COP,14209,103441,0.28,4/07/23,21,672,ACT-CASHPICKUP
3278936271,COP,13906,150414,0.28,5/07/23,14,650,ERR-CANCL
3490551700,COP,13015,32984,0.28,5/07/23,14,586,ACT-CASHPICKUP
3112419732,COP,13010,66920,0.28,5/07/23,14,591,ACT-2B-PAID
3362961056,COP,14634,155265,0.28,5/07/23,21,517,ERR-CANCL
3133746687,COP,7845,389012,0.28,5/07/23,16,515,ACT-2B-PAID
3375424190,COP,13838,4061,0.28,5/07/23,14,587,ACT-CASHPICKUP
3091998898,COP,14117,230031,0.28,6/07/23,14,757,ERR-CANCL
3984102143,COP,13604,215011,0.28,6/07/23,8,367,ERR-CANCL
3386850671,COP,13797,258652,0.28,6/07/23,21,379,ACT-CASHPICKUP
3205608935,COP,14216,66482,0.28,6/07/23,21,643,ACT-CASHPICKUP
3207729643,COP,4267,272531,0.28,6/07/23,8,562,ACT-2B-PAID
3678826713,COP,13644,230732,0.28,6/07/23,8,841,ACT-CASHPICKUP
3576066412,COP,13066,212800,0.28,7/07/23,14,728,ACT-CASHPICKUP
3225195046,COP,11856,389012,0.28,7/07/23,16,619,ACT-PAID
3629017905,COP,14090,105008,0.28,7/07/23,21,309,ACT-2B-PAID
3304111436,COP,14971,237784,0.28,7/07/23,21,325,ERR-CANCL
3491516516,COP,13418,161954,0.28,7/07/23,21,848,ACT-2B-PAID
3862576071,COP,14308,254629,0.28,7/07/23,21,404,ACT-CASHPICKUP
3353055701,COP,13710,195204,0.28,8/07/23,8,470,ACT-CASHPICKUP
3342659078,COP,14715,118961,0.28,8/07/23,8,708,ERR-CANCL
3053145254,COP,13929,118572,0.28,9/07/23,21,789,ACT-CASHPICKUP
3488307433,COP,13330,173730,0.28,9/07/23,21,703,ERR-CANCL
3899607454,COP,14379,100097,0.28,10/07/23,21,849,ACT-PAID
3248524498,COP,13449,72077,0.28,10/07/23,14,804,ACT-2B-PAID
3487098410,COP,14002,52707,0.28,10/07/23,14,855,ERR-CANCL
3150353924,COP,13877,259632,0.28,10/07/23,14,716,ERR-CANCL
3595069226,COP,13876,7048,0.28,10/07/23,14,457,ACT-2B-PAID
3205551155,COP,13941,245061,0.28,10/07/23,14,884,ACT-CASHPICKUP
3656849824,COP,14375,43468,0.28,10/07/23,21,732,ERR-CANCL
3950257199,COP,14004,99012,0.28,10/07/23,21,416,ERR-CANCL
3137654168,COP,13051,119943,0.28,10/07/23,14,394,ACT-2B-PAID
3870429410,COP,13191,142125,0.28,10/07/23,21,385,ERR-CANCL
3094929059,COP,14919,174095,0.28,11/07/23,21,436,ERR-CANCL
3014588394,COP,3744,389012,0.28,11/07/23,16,701,ACT-PAID
3103142026,COP,5185,278183,0.28,11/07/23,16,582,ERR-CANCL
3130822375,COP,14862,198972,0.28,11/07/23,21,472,ERR-CANCL
3509083598,COP,14628,160223,0.28,11/07/23,21,871,ERR-CANCL
3657962489,COP,13910,13326,0.28,11/07/23,14,629,ACT-PAID
3423753896,COP,13994,23922,0.28,11/07/23,21,474,ACT-2B-PAID
3772755365,COP,14808,1154,0.28,11/07/23,21,425,ACT-CASHPICKUP
3411829769,COP,13059,61618,0.28,11/07/23,21,326,ACT-CASHPICKUP
3011194729,COP,14907,123603,0.28,11/07/23,21,894,ACT-CASHPICKUP
3935769655,COP,14937,35317,0.28,12/07/23,21,314,ERR-CANCL
3163597403,COP,1132,289488,0.28,12/07/23,8,627,ACT-2B-PAID
3841637155,COP,13139,233012,0.28,12/07/23,21,583,ERR-CANCL
3046508509,COP,13461,140141,0.28,12/07/23,8,544,ACT-2B-PAID
3148093965,COP,13243,153520,0.28,12/07/23,8,406,ERR-CANCL
3163666426,COP,13437,69025,0.28,12/07/23,21,588,ERR-CANCL
3015840393,COP,8333,278183,0.28,13/07/23,16,515,ACT-2B-PAID
3264167038,COP,14052,247248,0.28,13/07/23,21,830,ERR-CANCL
3014788965,COP,8553,272531,0.28,13/07/23,8,536,ERR-CANCL
3026556502,COP,5455,389012,0.28,13/07/23,16,663,ACT-2B-PAID
3829207849,COP,13610,202901,0.28,13/07/23,21,804,ERR-CANCL
3712064854,COP,14353,158205,0.28,13/07/23,21,648,ACT-CASHPICKUP
3009750598,COP,14768,125730,0.28,13/07/23,21,876,ACT-CASHPICKUP
3215721498,COP,7725,389012,0.28,13/07/23,16,622,ERR-CANCL
3479030408,COP,13069,61468,0.28,13/07/23,21,646,ERR-CANCL
3373963112,COP,14073,186606,0.28,13/07/23,8,643,ERR-CANCL
3235129421,COP,13209,156479,0.28,14/07/23,21,657,ACT-CASHPICKUP
3631171835,COP,13895,46816,0.28,14/07/23,21,850,ACT-2B-PAID
3568551517,COP,13570,184728,0.28,14/07/23,14,516,ACT-CASHPICKUP
3809035326,COP,13582,141937,0.28,14/07/23,21,842,ERR-CANCL
3024050552,COP,12197,272531,0.28,14/07/23,8,541,ACT-2B-PAID
3559883952,COP,13948,254607,0.28,14/07/23,8,633,ACT-CASHPICKUP
3876020393,COP,13007,198660,0.28,14/07/23,14,489,ACT-2B-PAID
3857500370,COP,14521,210213,0.28,14/07/23,14,877,ERR-CANCL
3202897782,COP,5924,389012,0.28,15/07/23,16,611,ACT-2B-PAID
3184408658,COP,853,289488,0.28,15/07/23,8,515,ERR-CANCL
3217030429,COP,13933,226295,0.28,15/07/23,21,749,ACT-CASHPICKUP
3203731643,COP,13789,129238,0.28,15/07/23,14,683,ACT-2B-PAID
3364792297,COP,14358,34227,0.28,15/07/23,21,828,ACT-2B-PAID
3027408802,COP,14968,42073,0.28,15/07/23,21,790,ACT-CASHPICKUP
3125710165,COP,13650,71658,0.28,15/07/23,14,382,ACT-CASHPICKUP
3602293405,COP,13063,135737,0.28,15/07/23,14,336,ERR-CANCL
3416100650,COP,14958,38685,0.28,15/07/23,21,829,ERR-CANCL
3696090053,COP,13378,226609,0.28,15/07/23,21,469,ERR-CANCL
3733969069,COP,13117,228397,0.28,15/07/23,21,504,ACT-CASHPICKUP
3080319571,COP,14572,93562,0.28,15/07/23,21,372,ACT-2B-PAID
3536538739,COP,13950,188109,0.28,15/07/23,14,808,ACT-CASHPICKUP
3705852028,COP,14061,221305,0.28,15/07/23,14,829,ACT-CASHPICKUP
3507238920,COP,14095,45127,0.28,16/07/23,14,554,ACT-2B-PAID
3135658065,COP,4933,278183,0.28,16/07/23,16,632,ACT-2B-PAID
3556100066,COP,13489,29730,0.28,16/07/23,21,672,ACT-CASHPICKUP
3895687057,COP,13253,1572,0.28,16/07/23,21,641,ERR-CANCL
3151649637,COP,14630,28114,0.28,16/07/23,8,878,ERR-CANCL
3108423335,COP,12241,389012,0.28,16/07/23,16,701,ACT-2B-PAID
3833059685,COP,13560,104993,0.28,17/07/23,21,758,ACT-PAID
3259658743,COP,14693,161562,0.28,17/07/23,8,482,ERR-CANCL
3246847699,COP,13443,146560,0.28,17/07/23,14,331,ACT-PAID
3453221602,COP,14327,39281,0.28,17/07/23,21,819,ACT-PAID
3757353729,COP,14617,95,0.28,17/07/23,14,452,ACT-PAID
3646160790,COP,13138,84433,0.28,17/07/23,21,554,ERR-CANCL
3687622374,COP,14024,169437,0.28,18/07/23,8,814,ERR-CANCL
3292039869,COP,14580,259729,0.28,18/07/23,21,759,ERR-CANCL
3606906634,COP,13799,2349,0.28,18/07/23,21,806,ACT-2B-PAID
3632849110,COP,13265,227680,0.28,18/07/23,21,870,ERR-CANCL
3782449568,COP,13598,102851,0.28,18/07/23,21,714,ERR-CANCL
3799618999,COP,13915,224999,0.28,18/07/23,14,376,ERR-CANCL
3094578987,COP,14388,202189,0.28,18/07/23,21,333,ACT-PAID
3742510047,COP,14853,204772,0.28,18/07/23,21,579,ACT-CASHPICKUP
3816241881,COP,13359,83547,0.28,18/07/23,8,467,ACT-PAID
3073075989,COP,13160,54307,0.28,18/07/23,8,336,ERR-CANCL
3564381923,COP,13465,174743,0.28,20/07/23,14,760,ACT-2B-PAID
3822899616,COP,13749,56102,0.28,20/07/23,21,679,ACT-CASHPICKUP
3302630565,COP,14502,6737,0.28,20/07/23,8,409,ERR-CANCL
3995323412,COP,13182,128216,0.28,20/07/23,14,802,ERR-CANCL
3749320229,COP,14049,78062,0.28,20/07/23,21,572,ERR-CANCL
3418687528,COP,13039,75561,0.28,20/07/23,21,506,ACT-CASHPICKUP
3452551268,COP,14349,258986,0.28,20/07/23,8,469,ERR-CANCL
3042252327,COP,13892,201410,0.28,20/07/23,21,822,ERR-CANCL
3285394800,COP,14773,100415,0.28,21/07/23,8,403,ACT-CASHPICKUP
3738534204,COP,13976,130548,0.28,21/07/23,21,411,ACT-CASHPICKUP
3025956636,COP,14627,130855,0.28,22/07/23,21,606,ERR-CANCL
3087823741,COP,14472,123919,0.28,22/07/23,21,792,ACT-CASHPICKUP
3801753914,COP,13000,55182,0.28,22/07/23,21,865,ACT-CASHPICKUP
3645895864,COP,13280,106829,0.28,22/07/23,21,753,ERR-CANCL
3765015860,COP,13501,89614,0.28,22/07/23,21,562,ACT-CASHPICKUP
3969926087,COP,14928,32762,0.28,22/07/23,21,461,ACT-CASHPICKUP
3539361342,COP,14237,34310,0.28,22/07/23,21,394,ACT-CASHPICKUP
3015806446,COP,13695,214488,0.28,22/07/23,21,642,ERR-CANCL
3308435984,COP,14049,163320,0.28,22/07/23,8,365,ERR-CANCL
3668135262,COP,13103,59997,0.28,22/07/23,21,560,ACT-PAID
3906015450,COP,14163,32257,0.28,22/07/23,21,527,ERR-CANCL
3297729323,COP,14321,229618,0.28,22/07/23,21,874,ACT-CASHPICKUP
3955885475,COP,14187,110342,0.28,23/07/23,21,562,ACT-CASHPICKUP
3507745754,COP,13196,20706,0.28,23/07/23,14,385,ACT-PAID
3366300203,COP,13517,257104,0.28,23/07/23,21,881,ERR-CANCL
3692126211,COP,14142,212266,0.28,23/07/23,14,843,ERR-CANCL
3090098272,COP,13044,102022,0.28,23/07/23,21,900,ERR-CANCL
3890576620,COP,14152,68142,0.28,23/07/23,21,752,ERR-CANCL
3637135122,COP,13057,66258,0.28,24/07/23,21,408,ERR-CANCL
3162941887,COP,13523,82604,0.28,24/07/23,21,851,ACT-CASHPICKUP
3120043421,COP,14558,63534,0.28,24/07/23,21,842,ACT-CASHPICKUP
3143780607,COP,13234,67965,0.28,24/07/23,21,867,ERR-CANCL
3265220599,COP,14326,158175,0.28,24/07/23,8,809,ACT-CASHPICKUP
3209051878,COP,14504,205177,0.28,24/07/23,21,371,ACT-2B-PAID
3862268976,COP,13645,184481,0.28,24/07/23,21,592,ACT-PAID
3738929851,COP,13358,215166,0.28,24/07/23,14,694,ERR-CANCL
3934514912,COP,14835,46520,0.28,24/07/23,14,768,ERR-CANCL
3657090174,COP,13801,21486,0.28,24/07/23,14,501,ACT-CASHPICKUP
3347024443,COP,14280,12452,0.28,24/07/23,14,379,ACT-CASHPICKUP
3102982913,COP,3785,389012,0.28,24/07/23,16,536,ACT-2B-PAID
3798824434,COP,14450,50970,0.28,25/07/23,14,379,ERR-CANCL
3921054270,COP,13609,28182,0.28,25/07/23,21,365,ACT-CASHPICKUP
3755177340,COP,13070,148375,0.28,25/07/23,14,365,ACT-2B-PAID
3947554411,COP,14986,92081,0.28,25/07/23,21,750,ACT-PAID
3322671688,COP,14689,216886,0.28,25/07/23,21,484,ERR-CANCL
3046622740,COP,14172,2633,0.28,25/07/23,21,339,ACT-CASHPICKUP
3164443548,COP,14648,24130,0.28,26/07/23,8,531,ACT-2B-PAID
3016198566,COP,4077,389012,0.28,26/07/23,16,619,ACT-2B-PAID
3278179602,COP,14397,230396,0.28,26/07/23,14,390,ACT-2B-PAID
3017956547,COP,8053,389012,0.28,26/07/23,16,555,ERR-CANCL
3341250665,COP,14828,175687,0.28,27/07/23,21,354,ACT-CASHPICKUP
3735606336,COP,14958,91159,0.28,27/07/23,21,387,ERR-CANCL
3233921552,COP,14954,37469,0.28,27/07/23,21,587,ERR-CANCL
3198152721,COP,14667,9199,0.28,27/07/23,21,628,ACT-2B-PAID
3396153040,COP,13619,246072,0.28,28/07/23,14,708,ACT-CASHPICKUP
3043327607,COP,13463,83109,0.28,28/07/23,14,800,ERR-CANCL
3408557461,COP,14310,133878,0.28,28/07/23,21,657,ERR-CANCL
3873274929,COP,14513,36134,0.28,28/07/23,14,456,ACT-2B-PAID
3844821388,COP,14803,247271,0.28,28/07/23,21,672,ACT-CASHPICKUP
3615224704,COP,14227,168801,0.28,28/07/23,21,540,ERR-CANCL
3443315737,COP,13322,19786,0.28,28/07/23,14,558,ACT-CASHPICKUP
3396824170,COP,14834,215528,0.28,28/07/23,21,771,ERR-CANCL
3488725054,COP,13103,43434,0.28,28/07/23,14,487,ACT-CASHPICKUP
3433594180,COP,14630,191583,0.28,28/07/23,21,621,ERR-CANCL
3173677742,COP,23,200000,0.28,29/07/23,8,801,ERR-CANCL
3842088227,COP,13700,51790,0.28,29/07/23,21,741,ACT-CASHPICKUP
3082505461,COP,14866,238804,0.28,29/07/23,21,773,ERR-CANCL
3206796618,COP,9506,389012,0.28,29/07/23,16,687,ACT-2B-PAID
3479731543,COP,13315,71343,0.28,29/07/23,21,879,ACT-CASHPICKUP
3390353323,COP,13102,168909,0.28,29/07/23,14,720,ERR-CANCL
3114125964,COP,14357,108572,0.28,30/07/23,14,441,ACT-CASHPICKUP
3046261346,COP,14500,206043,0.28,30/07/23,21,761,ACT-PAID
3815122809,COP,14074,67409,0.28,30/07/23,21,815,ACT-PAID
3670998396,COP,14816,165340,0.28,30/07/23,21,526,ERR-CANCL
3670653517,COP,14911,218006,0.28,30/07/23,14,444,ERR-CANCL
3503770718,COP,14280,62096,0.28,30/07/23,21,399,ACT-CASHPICKUP
3475966749,COP,13731,258886,0.28,30/07/23,21,312,ERR-CANCL
3662690055,COP,13794,104303,0.28,30/07/23,21,788,ERR-CANCL
3838103491,COP,14637,71382,0.28,31/07/23,21,708,ERR-CANCL
3469234023,COP,14591,163820,0.28,31/07/23,21,869,ACT-CASHPICKUP
3886763325,COP,14672,13048,0.28,31/07/23,14,660,ACT-CASHPICKUP
3885598022,COP,13791,147987,0.28,31/07/23,14,472,ACT-2B-PAID
3689832400,COP,13886,138162,0.28,31/07/23,21,375,ERR-CANCL
3150236996,COP,13736,161425,0.28,31/07/23,14,606,ERR-CANCL
3279171064,COP,13579,182902,0.28,31/07/23,21,610,ACT-CASHPICKUP
3878377648,COP,14625,154681,0.28,31/07/23,21,703,ERR-CANCL
3025929921,COP,13473,206297,0.28,31/07/23,21,575,ACT-2B-PAID
3833784521,COP,14144,26508,0.28,31/07/23,8,848,ACT-CASHPICKUP
3216199442,COP,11000,383360,0.28,1/08/23,16,665,ACT-PAID
3819966705,COP,14339,42422,0.28,1/08/23,14,651,ERR-CANCL
3470808673,COP,13110,175183,0.28,1/08/23,21,886,ERR-CANCL
3688070927,COP,14329,172961,0.28,1/08/23,14,689,ACT-2B-PAID
3115422712,COP,14481,233020,0.28,1/08/23,21,675,ERR-CANCL
3214658212,COP,4547,383360,0.28,1/08/23,8,633,ERR-CANCL
3009301287,COP,13418,5383,0.28,1/08/23,14,640,ERR-CANCL
3084484236,COP,13871,162898,0.28,1/08/23,21,889,ACT-CASHPICKUP
3124197575,COP,13644,171184,0.28,2/08/23,14,519,ACT-CASHPICKUP
3516070912,COP,13034,167394,0.28,2/08/23,21,439,ACT-2B-PAID
3376329923,COP,13456,110218,0.28,2/08/23,21,593,ERR-CANCL
3336980442,COP,13127,245231,0.28,2/08/23,21,407,ACT-CASHPICKUP
3463743045,COP,14231,159613,0.28,2/08/23,21,817,ACT-PAID
3501090719,COP,13377,92918,0.28,2/08/23,21,702,ERR-CANCL
3886011161,COP,13942,107526,0.28,4/08/23,21,517,ERR-CANCL
3350030152,COP,13054,248397,0.28,4/08/23,8,851,ERR-CANCL
3780872849,COP,14224,62535,0.28,4/08/23,21,332,ACT-CASHPICKUP
3707223860,COP,14478,158255,0.28,4/08/23,21,502,ACT-CASHPICKUP
3884071834,COP,14891,201509,0.28,4/08/23,21,674,ACT-CASHPICKUP
3560376331,COP,14280,7108,0.28,4/08/23,21,454,ERR-CANCL
3214082249,COP,2059,278183,0.28,4/08/23,16,536,ACT-2B-PAID
3349368789,COP,13733,75891,0.28,4/08/23,21,851,ACT-CASHPICKUP
3784105474,COP,14248,80844,0.28,4/08/23,14,519,ACT-CASHPICKUP
3328790441,COP,14893,194081,0.28,4/08/23,21,771,ERR-CANCL
3180989469,COP,14646,107076,0.28,5/08/23,21,371,ERR-CANCL
3302035445,COP,14269,245851,0.28,5/08/23,8,717,ACT-CASHPICKUP
3982815717,COP,13988,172370,0.28,5/08/23,14,467,ERR-CANCL
3901738927,COP,14133,49328,0.28,5/08/23,14,854,ACT-CASHPICKUP
3341606702,COP,13255,185406,0.28,5/08/23,21,636,ACT-2B-PAID
3076092021,COP,14522,164992,0.28,5/08/23,14,747,ACT-CASHPICKUP
3332167639,COP,14166,197513,0.28,6/08/23,14,309,ERR-CANCL
3782972857,COP,14378,199040,0.28,6/08/23,21,565,ERR-CANCL
